InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
640987,SKU_1355,Headphones,40,07-03-24,89.78,73330,Australia,0.28,Credit Card,28.08,Furniture,In-store,Not Returned,UPS,Rome,High
998868,SKU_1772,Notebook,24,07-03-24,14.9,28185,Norway,0.44,Credit Card,28.56,Accessories,Online,Not Returned,DHL,Berlin,High
940416,SKU_1479,Office Chair,-2,07-03-24,-96.45,,Portugal,1.7843721427221868,Bank Transfer,,Stationery,In-store,Not Returned,DHL,,High
937795,SKU_1778,Desk Lamp,7,07-03-24,56.02,73450,Italy,0.41,Bank Transfer,29.72,Electronics,In-store,Not Returned,Royal Mail,Berlin,High
893501,SKU_1853,Desk Lamp,9,07-03-24,36.09,97422,France,0.47,paypall,7.71,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium
731103,SKU_1746,Office Chair,29,07-03-24,78.65,44014,Portugal,0.15,Credit Card,24.2,Furniture,Online,Returned,Royal Mail,Amsterdam,Low
204726,SKU_1039,Notebook,48,07-03-24,57.14,72178,Portugal,0.25,Bank Transfer,9.08,Electronics,Online,Not Returned,DHL,Amsterdam,Medium
956495,SKU_1475,Blue Pen,22,07-03-24,61.57,75982,France,0.14,Bank Transfer,22.69,Accessories,Online,Not Returned,UPS,Berlin,High
381243,SKU_1113,Notebook,13,07-03-24,10.37,47039,Spain,0.48,Bank Transfer,5.87,Stationery,In-store,Not Returned,FedEx,Amsterdam,Low
639910,SKU_1325,Desk Lamp,45,07-03-24,3.8,61852,United Kingdom,0.44,paypall,20.05,Apparel,In-store,Not Returned,UPS,Paris,High
519497,SKU_1678,Headphones,49,07-03-24,6.11,32395,Norway,0.19,paypall,20.13,Accessories,In-store,Not Returned,DHL,Paris,Low
401577,SKU_1837,Headphones,-27,07-03-24,8.44,,United Kingdom,0.21,Bank Transfer,,Furniture,In-store,Not Returned,UPS,,Low
139875,SKU_1621,Notebook,33,07-03-24,41.03,77242,Germany,0.48,Credit Card,21.91,Apparel,Online,Returned,DHL,Rome,High
312139,SKU_1531,Wall Clock,5,07-03-24,6.11,30218,Spain,0.31,paypall,13.9,Stationery,In-store,Not Returned,UPS,Paris,Low
760492,SKU_1229,Office Chair,9,07-03-24,86.19,85148,Germany,0.2,Bank Transfer,12.3,Electronics,Online,Not Returned,Royal Mail,Paris,Medium
719220,SKU_1387,Backpack,26,07-03-24,82.29,49056,United Kingdom,0.09,Credit Card,5.83,Stationery,In-store,Not Returned,UPS,Rome,Low
944448,SKU_1984,Desk Lamp,11,07-03-24,95.75,38376,Italy,0.17,Bank Transfer,18.43,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Low
274311,SKU_1780,Blue Pen,12,08-03-24,31.01,14208,United Kingdom,0.11,Credit Card,5.99,Electronics,Online,Not Returned,DHL,Rome,Medium
685179,SKU_1304,Wall Clock,26,08-03-24,31.65,74965,United Kingdom,0.11,Bank Transfer,21.5,Apparel,Online,Not Returned,FedEx,Berlin,Low
469110,SKU_1075,Wall Clock,12,08-03-24,56.24,37876,United States,0.16,Bank Transfer,26,Apparel,Online,Not Returned,Royal Mail,Paris,High
455487,SKU_1264,T-shirt,38,08-03-24,73.94,57659,France,0.24,paypall,27.02,Apparel,In-store,Not Returned,UPS,Amsterdam,Low
663838,SKU_1314,Backpack,12,08-03-24,45.53,56344,Netherlands,0.47,paypall,21.88,Electronics,In-store,Not Returned,DHL,Paris,Low
741583,SKU_1627,Backpack,35,08-03-24,70.61,35510,Australia,0.39,paypall,26.91,Furniture,Online,Returned,UPS,Paris,Low
873380,SKU_1514,White Mug,41,08-03-24,38.86,59054,Netherlands,0.22,Credit Card,11.98,Accessories,In-store,Not Returned,FedEx,London,Medium
389340,SKU_1991,White Mug,40,08-03-24,61.58,59678,Netherlands,0.36,paypall,18.94,Stationery,In-store,Not Returned,FedEx,Paris,Medium
312601,SKU_1522,T-shirt,16,08-03-24,10.24,94771,United States,0.13,Credit Card,18.51,Electronics,In-store,Not Returned,DHL,Paris,Medium
940281,SKU_1260,Wireless Mouse,-4,08-03-24,-11.74,,Belgium,0.15,paypall,,Apparel,In-store,Not Returned,UPS,,Medium
322566,SKU_1930,Notebook,17,08-03-24,8.93,54611,France,0,Credit Card,21.41,Accessories,In-store,Not Returned,UPS,Berlin,High
933790,SKU_1368,White Mug,48,08-03-24,11.6,66532,Portugal,0.31,Credit Card,7.37,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium
139513,SKU_1663,T-shirt,8,08-03-24,3.5,,Sweden,0.19,paypall,5.4,Furniture,In-store,Returned,UPS,London,Medium
335010,SKU_1709,USB Cable,25,08-03-24,45.39,80230,Portugal,0.07,Credit Card,29.41,Apparel,Online,Not Returned,Royal Mail,Berlin,Low
341943,SKU_1081,Wireless Mouse,41,08-03-24,32.96,59601,Spain,0.35,paypall,22.5,Apparel,Online,Not Returned,UPS,London,Low
270100,SKU_1636,Desk Lamp,21,08-03-24,89.16,91856,United States,0.39,paypall,8.52,Stationery,In-store,Not Returned,Royal Mail,Berlin,Low
442625,SKU_1229,White Mug,28,08-03-24,73.47,11134,Sweden,0.36,Bank Transfer,9.52,Electronics,Online,Not Returned,Royal Mail,Berlin,High
188915,SKU_1645,T-shirt,37,08-03-24,37.12,83841,Portugal,0.34,paypall,8.96,Furniture,In-store,Not Returned,FedEx,Rome,Medium
138877,SKU_1597,Wireless Mouse,45,08-03-24,44.23,49456,Italy,0.1,Bank Transfer,29.68,Stationery,Online,Returned,FedEx,Berlin,Low
778185,SKU_1297,Wall Clock,27,08-03-24,56.04,92145,Portugal,0.27,paypall,18.52,Stationery,Online,Not Returned,FedEx,Paris,Medium
690739,SKU_1554,Wireless Mouse,15,08-03-24,79.06,41040,Portugal,0.46,paypall,29.2,Apparel,In-store,Not Returned,DHL,London,Low
648136,SKU_1909,Wireless Mouse,39,08-03-24,32.64,32964,Norway,0.03,Credit Card,6.75,Stationery,In-store,Not Returned,FedEx,Berlin,High
506885,SKU_1715,Office Chair,46,08-03-24,57.28,87407,United Kingdom,0.38,paypall,19.27,Apparel,In-store,Not Returned,Royal Mail,London,Low
372019,SKU_1280,Backpack,7,08-03-24,44.6,57753,Australia,0.45,Credit Card,12.53,Apparel,In-store,Not Returned,FedEx,Rome,High
442533,SKU_1467,Headphones,-37,09-03-24,-10.39,,Belgium,1.1828698162933011,Credit Card,,Accessories,Online,Not Returned,FedEx,,Medium
954393,SKU_1529,Wall Clock,19,09-03-24,82.12,40248,Germany,0.05,Credit Card,6.09,Electronics,In-store,Not Returned,Royal Mail,Paris,Low
722264,SKU_1407,T-shirt,39,09-03-24,16.56,27447,Netherlands,0.18,Bank Transfer,27.03,Accessories,Online,Not Returned,Royal Mail,Berlin,High
200091,SKU_1702,Notebook,3,09-03-24,57.84,69306,Norway,0.19,Bank Transfer,14.86,Stationery,Online,Not Returned,DHL,Amsterdam,Medium
858312,SKU_1974,Notebook,43,09-03-24,59.55,55006,Norway,0.46,paypall,14.2,Apparel,Online,Not Returned,UPS,Berlin,Medium
116552,SKU_1222,Notebook,49,09-03-24,20.99,90452,Germany,0.47,Credit Card,14.04,Stationery,Online,Returned,FedEx,Amsterdam,High
264354,SKU_1873,Wall Clock,20,09-03-24,76.8,38684,France,0.18,Bank Transfer,7.66,Furniture,Online,Not Returned,FedEx,Amsterdam,High
267275,SKU_1768,Desk Lamp,41,09-03-24,13.12,74508,Norway,0.21,paypall,11.5,Furniture,Online,Not Returned,FedEx,Berlin,Medium
490826,SKU_1014,Wireless Mouse,47,09-03-24,11.91,22981,United Kingdom,0.44,paypall,21.9,Apparel,In-store,Returned,FedEx,Amsterdam,Medium
333901,SKU_1693,T-shirt,5,09-03-24,12.21,76433,United States,0.42,Bank Transfer,8.93,Furniture,In-store,Not Returned,DHL,Rome,Low
839896,SKU_1545,Wall Clock,22,09-03-24,90.64,71703,United States,0.05,Bank Transfer,9.91,Accessories,In-store,Not Returned,DHL,London,High
720626,SKU_1179,White Mug,33,09-03-24,45.2,33587,France,0.05,Bank Transfer,10.27,Accessories,In-store,Returned,DHL,London,Low
176105,SKU_1001,Headphones,4,09-03-24,26.02,15613,Netherlands,0.07,Bank Transfer,18.37,Stationery,Online,Not Returned,UPS,Paris,Medium
977234,SKU_1931,Headphones,4,09-03-24,19.51,60267,Australia,0.31,Credit Card,19.65,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,High
955172,SKU_1150,Wall Clock,38,09-03-24,83.02,80433,Spain,0.03,Credit Card,16.1,Furniture,In-store,Not Returned,UPS,Paris,Medium
173301,SKU_1919,White Mug,13,09-03-24,66.7,23166,United Kingdom,0.18,Bank Transfer,28.17,Stationery,In-store,Not Returned,DHL,Rome,High
518144,SKU_1109,Notebook,5,09-03-24,26.06,91710,Germany,0.18,Credit Card,13.18,Electronics,Online,Not Returned,UPS,Rome,Low
542126,SKU_1927,Wall Clock,30,09-03-24,9.35,11447,Belgium,0.19,Bank Transfer,13.27,Furniture,In-store,Not Returned,FedEx,London,Medium
114679,SKU_1306,Wireless Mouse,17,09-03-24,64.01,49499,Sweden,0.23,paypall,16.65,Furniture,In-store,Returned,FedEx,Paris,Medium
199421,SKU_1813,T-shirt,19,09-03-24,46.35,84384,Norway,0.07,Bank Transfer,23.62,Stationery,In-store,Not Returned,DHL,Berlin,Medium
134173,SKU_1396,Desk Lamp,-48,09-03-24,-80.82,,United Kingdom,0.43,paypall,,Electronics,In-store,Not Returned,FedEx,,Low
931331,SKU_1864,Office Chair,-10,09-03-24,46.12,,Australia,0.43,Bank Transfer,,Apparel,In-store,Not Returned,UPS,,Medium
410009,SKU_1617,Wall Clock,21,09-03-24,38.54,28465,Sweden,0.44,Bank Transfer,22.5,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low
138182,SKU_1766,Office Chair,23,09-03-24,90.33,44570,Belgium,0.49,paypall,12.71,Stationery,In-store,Not Returned,UPS,Berlin,High
663397,SKU_1013,Wireless Mouse,26,10-03-24,69.42,52746,Norway,0.15,paypall,20.6,Accessories,In-store,Not Returned,FedEx,Rome,Low
759534,SKU_1272,White Mug,30,10-03-24,33.29,11030,United Kingdom,0.03,Bank Transfer,19.67,Apparel,In-store,Not Returned,FedEx,London,Medium
510277,SKU_1377,Wireless Mouse,46,10-03-24,15.38,47476,Italy,0,paypall,6.09,Apparel,Online,Returned,DHL,Amsterdam,Low
731334,SKU_1655,Blue Pen,9,10-03-24,57.15,34489,Australia,0.26,Credit Card,22.13,Electronics,Online,Not Returned,FedEx,Amsterdam,Low
846291,SKU_1927,Headphones,22,10-03-24,92.05,68101,Sweden,0.37,Bank Transfer,13.29,Electronics,Online,Not Returned,FedEx,Rome,Medium
558965,SKU_1206,Blue Pen,21,10-03-24,20.15,89837,Australia,0.35,Credit Card,12.25,Accessories,In-store,Returned,FedEx,Amsterdam,Medium
331042,SKU_1618,Blue Pen,9,10-03-24,59.08,,Australia,0.22,Bank Transfer,15.39,Apparel,In-store,Returned,UPS,Berlin,High
689812,SKU_1246,Backpack,33,10-03-24,66.46,14732,United Kingdom,0.4,Bank Transfer,10.74,Electronics,In-store,Not Returned,Royal Mail,Berlin,Low
293180,SKU_1734,USB Cable,37,10-03-24,37.49,41753,Australia,0.33,paypall,12.01,Stationery,Online,Not Returned,UPS,Amsterdam,Low
965244,SKU_1779,Backpack,26,10-03-24,5.08,38423,Portugal,0.02,paypall,5.81,Apparel,Online,Not Returned,UPS,Rome,High
829981,SKU_1736,Desk Lamp,15,10-03-24,78.03,54231,Portugal,0.14,Bank Transfer,23.4,Electronics,Online,Returned,DHL,London,High
481086,SKU_1386,Wireless Mouse,20,10-03-24,49.29,97998,United Kingdom,0.44,Bank Transfer,25.77,Stationery,Online,Not Returned,Royal Mail,Berlin,Low
997004,SKU_1074,USB Cable,31,10-03-24,92.35,75214,Germany,0.41,paypall,15.24,Electronics,Online,Not Returned,UPS,Rome,Medium
676226,SKU_1948,Headphones,38,10-03-24,80.32,24117,Netherlands,0.16,Bank Transfer,7.11,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium
786636,SKU_1042,Office Chair,28,10-03-24,11.79,12225,Norway,0.21,paypall,11.71,Accessories,Online,Not Returned,FedEx,Amsterdam,Medium
618344,SKU_1132,Headphones,27,10-03-24,91.57,56771,Italy,0.34,paypall,27.69,Accessories,Online,Not Returned,UPS,Paris,High
583349,SKU_1430,Office Chair,43,10-03-24,31.22,77770,Netherlands,0.17,Credit Card,22.52,Accessories,Online,Not Returned,DHL,Paris,High
426994,SKU_1794,Desk Lamp,1,10-03-24,84.93,93986,Spain,0.44,Bank Transfer,28.16,Electronics,In-store,Not Returned,UPS,London,Low
488337,SKU_1894,White Mug,11,10-03-24,63.01,37451,Australia,0.45,Credit Card,28.57,Electronics,Online,Returned,DHL,Berlin,High
523817,SKU_1435,T-shirt,41,10-03-24,53.15,25576,Germany,0.24,paypall,16.16,Accessories,Online,Not Returned,FedEx,Paris,High
150324,SKU_1055,Headphones,49,10-03-24,83.58,49849,Portugal,0.38,Bank Transfer,18.36,Stationery,Online,Not Returned,FedEx,London,Low
776624,SKU_1207,Blue Pen,21,10-03-24,99.63,33237,Belgium,0.49,paypall,19.49,Accessories,Online,Not Returned,DHL,Paris,Medium
965858,SKU_1738,Office Chair,4,10-03-24,80.66,19912,Italy,0.31,paypall,10.64,Accessories,Online,Not Returned,FedEx,Paris,High
609958,SKU_1103,Blue Pen,38,10-03-24,71.77,11479,United States,0.33,paypall,28.14,Apparel,Online,Not Returned,FedEx,Berlin,Low
539528,SKU_1463,White Mug,41,11-03-24,90.79,82735,Belgium,0.23,Bank Transfer,25.86,Accessories,Online,Not Returned,DHL,Paris,Medium
667140,SKU_1847,Desk Lamp,28,11-03-24,25.02,,Belgium,0.26,paypall,12.34,Apparel,In-store,Not Returned,UPS,,High
741791,SKU_1469,Blue Pen,28,11-03-24,10.05,37960,Spain,0.23,Bank Transfer,24.6,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium
252130,SKU_1579,Wireless Mouse,28,11-03-24,69.72,50306,Germany,0.4,paypall,22.26,Electronics,In-store,Not Returned,DHL,Amsterdam,Low
968089,SKU_1249,Blue Pen,19,11-03-24,84.36,38163,Norway,0.45,Bank Transfer,21.06,Accessories,In-store,Not Returned,UPS,London,High
989932,SKU_1991,USB Cable,25,11-03-24,39.97,,Germany,0.37,paypall,7.82,Accessories,Online,Not Returned,UPS,,High
399496,SKU_1602,Wireless Mouse,-26,11-03-24,-20.61,,Italy,1.7515909569054513,Bank Transfer,,Accessories,In-store,Not Returned,Royal Mail,,Low
367165,SKU_1782,Wireless Mouse,6,11-03-24,8.21,89599,United Kingdom,0.28,paypall,19.56,Electronics,In-store,Returned,DHL,Rome,Medium
909046,SKU_1402,Wall Clock,19,11-03-24,62.87,43259,France,0.32,Bank Transfer,8.53,Electronics,Online,Not Returned,DHL,Amsterdam,Medium
421275,SKU_1025,Blue Pen,19,11-03-24,23.31,74472,Sweden,0.29,Bank Transfer,22.96,Stationery,Online,Not Returned,DHL,Amsterdam,Medium
274022,SKU_1718,Blue Pen,26,11-03-24,65.83,40004,United Kingdom,0.07,Credit Card,9.02,Accessories,Online,Not Returned,FedEx,Berlin,Medium
735101,SKU_1940,Wireless Mouse,15,11-03-24,79.58,,France,0.18,Bank Transfer,10.51,Apparel,Online,Not Returned,FedEx,,Medium
274492,SKU_1763,Office Chair,19,11-03-24,4.69,90051,France,0.4,Bank Transfer,9.87,Furniture,In-store,Not Returned,Royal Mail,London,Medium
626919,SKU_1009,T-shirt,36,11-03-24,81.38,18812,Sweden,0.41,Credit Card,12.38,Apparel,In-store,Not Returned,DHL,Berlin,High
761705,SKU_1609,Wall Clock,11,11-03-24,68.57,62123,Norway,0.05,paypall,19.16,Apparel,In-store,Not Returned,FedEx,Berlin,Medium
468544,SKU_1613,T-shirt,-15,11-03-24,-79.79,,Netherlands,1.553680866650613,paypall,,Apparel,Online,Returned,DHL,,High
147674,SKU_1496,Blue Pen,11,11-03-24,36.28,68491,Belgium,0.09,Credit Card,18.15,Apparel,Online,Not Returned,FedEx,Amsterdam,Medium
492467,SKU_1409,T-shirt,-28,11-03-24,93.88,,Italy,0.37,Credit Card,,Furniture,In-store,Not Returned,UPS,,High
126844,SKU_1135,USB Cable,43,11-03-24,87.01,79149,Netherlands,0.11,paypall,28,Electronics,In-store,Not Returned,DHL,London,Medium
171836,SKU_1847,Wall Clock,32,11-03-24,48.88,,Australia,0.4,Bank Transfer,28.65,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Medium
990580,SKU_1220,Headphones,8,11-03-24,60.14,33726,Norway,0.49,paypall,20.64,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Low
577312,SKU_1543,T-shirt,2,11-03-24,58.59,94802,Australia,0.49,Credit Card,20.67,Accessories,Online,Not Returned,Royal Mail,Rome,Medium
891794,SKU_1276,Wireless Mouse,37,11-03-24,99.2,54520,Spain,0.26,paypall,9.28,Apparel,Online,Not Returned,FedEx,Berlin,Medium
370241,SKU_1095,Desk Lamp,47,11-03-24,89.26,73694,Portugal,0.13,Bank Transfer,13.6,Apparel,In-store,Returned,DHL,Paris,Low
621387,SKU_1812,Headphones,12,12-03-24,66.3,52067,United States,0.13,Credit Card,6.39,Stationery,Online,Not Returned,DHL,Paris,Low
621718,SKU_1438,USB Cable,1,12-03-24,44.97,74444,Belgium,0.27,paypall,16.19,Accessories,Online,Not Returned,UPS,Berlin,Low
760959,SKU_1507,USB Cable,47,12-03-24,66.36,90503,France,0.47,Bank Transfer,24.06,Apparel,In-store,Not Returned,UPS,Paris,High
846348,SKU_1779,Notebook,29,12-03-24,20.1,60218,Spain,0.1,Credit Card,25.75,Furniture,In-store,Returned,UPS,London,High
802733,SKU_1687,USB Cable,15,12-03-24,50.55,30625,Netherlands,0.04,Credit Card,5,Apparel,Online,Returned,DHL,Paris,High
104258,SKU_1614,Notebook,29,12-03-24,6.89,44551,France,0.41,Bank Transfer,22.53,Electronics,In-store,Not Returned,FedEx,Paris,Medium
715354,SKU_1186,Desk Lamp,41,12-03-24,19.37,25181,Belgium,0.1,Credit Card,6.35,Electronics,Online,Not Returned,DHL,Berlin,Low
284343,SKU_1841,T-shirt,-42,12-03-24,-57.97,,Norway,1.129613150312109,Bank Transfer,,Accessories,In-store,Not Returned,Royal Mail,,Low
434320,SKU_1837,Desk Lamp,33,12-03-24,69.87,96879,Norway,0.43,Bank Transfer,18.26,Apparel,In-store,Returned,Royal Mail,Paris,High
661344,SKU_1036,White Mug,28,12-03-24,53.11,47550,Sweden,0.04,Credit Card,24.37,Electronics,Online,Not Returned,FedEx,Rome,High
379405,SKU_1209,T-shirt,14,12-03-24,4.83,39589,Norway,0.38,paypall,26.63,Accessories,In-store,Not Returned,FedEx,Paris,High
481317,SKU_1879,Wireless Mouse,33,12-03-24,35.71,,United States,0.41,paypall,12.55,Stationery,In-store,Not Returned,UPS,Paris,Low
675984,SKU_1414,Headphones,15,12-03-24,52.51,98796,United Kingdom,0.26,paypall,17.41,Accessories,Online,Not Returned,FedEx,Amsterdam,Medium
268899,SKU_1994,Backpack,23,12-03-24,86.13,46126,Netherlands,0.24,Credit Card,24.24,Furniture,Online,Not Returned,Royal Mail,Berlin,Medium
901573,SKU_1766,Desk Lamp,19,12-03-24,82.67,57338,Germany,0.09,paypall,12.52,Electronics,Online,Not Returned,Royal Mail,Rome,Medium
189084,SKU_1130,Blue Pen,6,12-03-24,19,94395,Australia,0.08,paypall,25.36,Accessories,Online,Not Returned,UPS,Rome,Medium
725192,SKU_1836,Blue Pen,27,12-03-24,83.48,69346,United States,0.34,Credit Card,19.49,Accessories,In-store,Not Returned,DHL,Paris,Medium
193219,SKU_1097,Notebook,12,12-03-24,47.83,91951,Netherlands,0.45,Credit Card,5.89,Accessories,Online,Not Returned,UPS,Paris,Low
676968,SKU_1442,T-shirt,27,12-03-24,83.91,35423,Portugal,0.23,paypall,8.58,Apparel,Online,Returned,UPS,Paris,High
643080,SKU_1544,Wireless Mouse,43,12-03-24,63.38,92063,Sweden,0.29,Bank Transfer,8.9,Apparel,In-store,Not Returned,FedEx,Amsterdam,Medium
470613,SKU_1035,Desk Lamp,25,12-03-24,38.48,38287,France,0.14,Bank Transfer,5.87,Furniture,In-store,Not Returned,DHL,Paris,Medium
415244,SKU_1969,Desk Lamp,45,12-03-24,16.23,75235,Sweden,0.44,Credit Card,7.92,Apparel,In-store,Not Returned,DHL,London,Low
224118,SKU_1748,Office Chair,20,12-03-24,9.4,77745,Belgium,0.35,paypall,7.1,Accessories,In-store,Not Returned,UPS,Amsterdam,Low
298942,SKU_1514,Office Chair,1,12-03-24,44.48,57871,Germany,0.35,Credit Card,25.83,Furniture,Online,Not Returned,Royal Mail,Rome,Low
493983,SKU_1970,USB Cable,30,13-03-24,21.41,50530,United States,0.31,Bank Transfer,18.1,Apparel,Online,Returned,Royal Mail,Paris,Medium
913424,SKU_1642,Notebook,10,13-03-24,29.18,72170,Sweden,0.09,Credit Card,8.12,Apparel,Online,Not Returned,Royal Mail,Rome,High
490612,SKU_1219,Office Chair,8,13-03-24,94.58,85624,Norway,0.39,paypall,12.5,Electronics,Online,Not Returned,FedEx,London,High
129570,SKU_1361,White Mug,10,13-03-24,51.21,85087,France,0.2,paypall,17.52,Electronics,Online,Not Returned,DHL,Paris,Medium
295769,SKU_1954,T-shirt,49,13-03-24,19.86,,Sweden,0.24,Credit Card,11.44,Accessories,Online,Not Returned,DHL,Rome,High
308345,SKU_1693,USB Cable,29,13-03-24,7.7,57064,Spain,0.11,paypall,6.35,Apparel,Online,Not Returned,FedEx,Berlin,Low
572124,SKU_1027,Backpack,13,13-03-24,79.02,28583,Spain,0.37,paypall,29.94,Stationery,In-store,Not Returned,FedEx,Rome,High
743859,SKU_1904,Office Chair,9,13-03-24,58.71,49573,Italy,0.48,Credit Card,21.18,Apparel,In-store,Not Returned,Royal Mail,Rome,Medium
186126,SKU_1537,Desk Lamp,45,13-03-24,58.67,42579,Sweden,0.28,Credit Card,19.78,Stationery,In-store,Not Returned,UPS,Amsterdam,Medium
613852,SKU_1668,Blue Pen,20,13-03-24,43.08,62486,Netherlands,0.49,paypall,11.16,Stationery,Online,Not Returned,UPS,Rome,Medium
467533,SKU_1521,Backpack,28,13-03-24,17.45,10543,United Kingdom,0.31,Credit Card,24.4,Accessories,Online,Not Returned,FedEx,Amsterdam,Low
948012,SKU_1922,Backpack,47,13-03-24,68,25189,Germany,0.39,Bank Transfer,29.62,Furniture,Online,Not Returned,UPS,Paris,High
887176,SKU_1958,Office Chair,25,13-03-24,68.62,73278,Belgium,0.14,paypall,29.6,Electronics,In-store,Not Returned,DHL,Berlin,Low
323766,SKU_1108,Wireless Mouse,21,13-03-24,15.64,98991,Spain,0.03,paypall,11.47,Electronics,In-store,Not Returned,Royal Mail,Paris,Medium
775918,SKU_1829,USB Cable,41,13-03-24,25.13,30633,Sweden,0.34,paypall,11.04,Furniture,In-store,Not Returned,Royal Mail,Berlin,Low
289933,SKU_1607,Office Chair,13,13-03-24,6.5,67539,Norway,0.04,paypall,23.96,Stationery,Online,Returned,FedEx,Amsterdam,Low
615102,SKU_1657,Wall Clock,21,13-03-24,60.49,55092,Spain,0.3,Bank Transfer,10.24,Stationery,Online,Returned,Royal Mail,Amsterdam,Medium
394403,SKU_1180,Wall Clock,13,13-03-24,57.62,,France,0.27,paypall,18.78,Stationery,Online,Not Returned,Royal Mail,,High
872604,SKU_1209,Backpack,13,13-03-24,69.13,73355,Belgium,0.1,Bank Transfer,23.77,Electronics,Online,Not Returned,UPS,Rome,Medium
514666,SKU_1341,USB Cable,12,13-03-24,33.6,89758,Australia,0.46,Bank Transfer,27.19,Furniture,In-store,Not Returned,Royal Mail,London,High
943381,SKU_1656,Desk Lamp,16,13-03-24,45.28,20995,Spain,0.11,Bank Transfer,7.65,Stationery,In-store,Not Returned,FedEx,Paris,Medium
792289,SKU_1048,T-shirt,-11,13-03-24,-80.23,,United Kingdom,1.9028486213412728,Bank Transfer,,Accessories,In-store,Not Returned,Royal Mail,,Low
670877,SKU_1472,Headphones,21,13-03-24,1.06,86993,Belgium,0.47,Bank Transfer,17.28,Apparel,In-store,Not Returned,DHL,Berlin,High
882223,SKU_1665,Wireless Mouse,37,13-03-24,30.91,45831,Belgium,0.26,Credit Card,27.73,Electronics,Online,Not Returned,DHL,Rome,High
437266,SKU_1772,T-shirt,35,14-03-24,37.57,41629,Norway,0.23,Bank Transfer,16.35,Electronics,In-store,Returned,FedEx,Amsterdam,Low
590726,SKU_1328,Blue Pen,30,14-03-24,57.81,72755,United Kingdom,0.42,Bank Transfer,25.64,Apparel,Online,Not Returned,FedEx,Amsterdam,High
798922,SKU_1555,Wall Clock,36,14-03-24,51.63,52408,United Kingdom,0.19,Credit Card,22.25,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium
301707,SKU_1235,Office Chair,17,14-03-24,18.43,34014,United Kingdom,0.32,Credit Card,9.37,Furniture,Online,Not Returned,UPS,Paris,Medium
378531,SKU_1919,T-shirt,40,14-03-24,16.36,,Spain,0.22,Credit Card,20.99,Stationery,In-store,Not Returned,DHL,,Low
122319,SKU_1440,Notebook,4,14-03-24,72.88,52198,Netherlands,0.08,Credit Card,7.74,Furniture,In-store,Not Returned,FedEx,Berlin,High
755771,SKU_1120,USB Cable,46,14-03-24,45.06,35089,Italy,0.16,Bank Transfer,12.35,Apparel,Online,Not Returned,DHL,Amsterdam,High
907161,SKU_1247,Wall Clock,28,14-03-24,49.36,60293,Australia,0.44,Credit Card,15.67,Furniture,Online,Not Returned,FedEx,Paris,Medium
709935,SKU_1518,Wireless Mouse,11,14-03-24,13.44,19621,Norway,0.18,Bank Transfer,13.8,Accessories,Online,Not Returned,Royal Mail,London,Low
998534,SKU_1019,Blue Pen,27,14-03-24,23.07,84950,Australia,0.23,Credit Card,18.41,Furniture,In-store,Not Returned,UPS,London,High
902136,SKU_1695,Backpack,9,14-03-24,17.48,80657,Italy,0.26,Bank Transfer,8.15,Apparel,Online,Not Returned,DHL,London,High
560108,SKU_1502,Office Chair,33,14-03-24,37.68,89666,Italy,0.25,Credit Card,25.43,Electronics,In-store,Not Returned,FedEx,Rome,High
524388,SKU_1363,T-shirt,11,14-03-24,34.79,15568,United Kingdom,0.34,paypall,12.13,Apparel,In-store,Not Returned,DHL,London,Low
304957,SKU_1488,Wall Clock,36,14-03-24,41.75,54198,Norway,0.22,Bank Transfer,24.11,Apparel,In-store,Not Returned,FedEx,London,High
511200,SKU_1199,Headphones,24,14-03-24,60.2,77085,Germany,0.48,Credit Card,24.77,Apparel,Online,Not Returned,Royal Mail,London,Low
258532,SKU_1765,White Mug,41,14-03-24,18.34,11214,Belgium,0.26,Bank Transfer,8.04,Furniture,Online,Not Returned,FedEx,Rome,Medium
746133,SKU_1402,Blue Pen,48,14-03-24,73.68,16230,Portugal,0.45,Bank Transfer,19.78,Furniture,Online,Not Returned,FedEx,London,Medium
754605,SKU_1244,T-shirt,32,14-03-24,25.24,70370,Germany,0.34,Bank Transfer,17.59,Accessories,In-store,Not Returned,FedEx,London,Medium
531690,SKU_1482,Desk Lamp,19,14-03-24,77.96,56704,Australia,0.03,Bank Transfer,19.35,Apparel,Online,Not Returned,Royal Mail,London,High
668737,SKU_1575,Wall Clock,2,14-03-24,49.9,55306,Norway,0.34,paypall,16.07,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium
220247,SKU_1810,Backpack,40,14-03-24,37.87,61429,Australia,0.01,Credit Card,24.38,Stationery,Online,Not Returned,Royal Mail,Berlin,Medium
